ui_path,object_id,widget_class,policy,notification_profile,exclusion_reason
reportdesign/uiconfig/dbreport/ui/condformatdialog.ui,CondFormat,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/datetimedialog.ui,DateTimeDialog,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/floatingfield.ui,FloatingField,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/floatingnavigator.ui,FloatingNavigator,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/floatingsort.ui,FloatingSort,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/pagedialog.ui,PageDialog,GtkDialog,bottom-right-notification-form,default,
reportdesign/uiconfig/dbreport/ui/pagenumberdialog.ui,PageNumberDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/advancedfilterdialog.ui,AdvancedFilterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/allheaderfooterdialog.ui,AllHeaderFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/analysisofvariancedialog.ui,AnalysisOfVarianceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/autoformattable.ui,AutoFormatTableDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/changesourcedialog.ui,ChangeSourceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/chardialog.ui,CharDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/checkwarningdialog.ui,CheckWarningDialog,GtkMessageDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/chisquaretestdialog.ui,ChiSquareTestDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/colorrowdialog.ui,ColOrRowDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/colwidthdialog.ui,ColWidthDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/condformatmanager.ui,CondFormatManager,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/conditionaleasydialog.ui,CondFormatEasyDlg,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/conditionalformatdialog.ui,ConditionalFormatDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/conflictsdialog.ui,ConflictsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/consolidatedialog.ui,ConsolidateDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/correlationdialog.ui,CorrelationDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/covariancedialog.ui,CovarianceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/createnamesdialog.ui,CreateNamesDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/dapiservicedialog.ui,DapiserviceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/databaroptions.ui,DataBarOptions,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/datafielddialog.ui,DataFieldDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/datafieldoptionsdialog.ui,DataFieldOptionsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/dataform.ui,DataFormDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/dataproviderdlg.ui,dataproviderdlg,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/datastreams.ui,DataStreamDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/definedatabaserangedialog.ui,DefineDatabaseRangeDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/definename.ui,DefineNameDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/definetablerangedialog.ui,tablerangedialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/deletecells.ui,DeleteCellsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/deletecontents.ui,DeleteContentsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/descriptivestatisticsdialog.ui,DescriptiveStatisticsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/doubledialog.ui,DoubleDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/drawtemplatedialog.ui,DrawTemplateDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/duplicaterecordsdlg.ui,DuplicateRecordsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/exponentialsmoothingdialog.ui,ExponentialSmoothingDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/externaldata.ui,ExternalDataDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/filldlg.ui,FillSeriesDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/footerdialog.ui,FooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/formatcellsdialog.ui,FormatCellsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/formulacalculationoptions.ui,FormulaCalculationOptions,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/fourieranalysisdialog.ui,FourierAnalysisDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/goalseekdlg.ui,GoalSeekDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/gotosheetdialog.ui,GoToSheetDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/groupbydate.ui,PivotTableGroupByDate,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/groupbynumber.ui,PivotTableGroupByNumber,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/groupdialog.ui,GroupDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/headerdialog.ui,HeaderDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/headerfooterdialog.ui,HeaderFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/imoptdialog.ui,ImOptDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/inputstringdialog.ui,InputStringDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/insertcells.ui,InsertCellsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/insertname.ui,InsertNameDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/insertsheet.ui,InsertSheetDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/integerdialog.ui,IntegerDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/leftfooterdialog.ui,LeftFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/leftheaderdialog.ui,Left Header,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/managenamesdialog.ui,ManageNamesDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/mergecellsdialog.ui,MergeCellsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/movecopysheet.ui,MoveCopySheetDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/movingaveragedialog.ui,MovingAverageDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/multipleoperationsdialog.ui,MultipleOperationsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/namerangesdialog.ui,NameRangesDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/nosolutiondialog.ui,NoSolutionDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/optimalcolwidthdialog.ui,OptimalColWidthDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/optimalrowheightdialog.ui,OptimalRowHeightDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pagetemplatedialog.ui,PageTemplateDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/paradialog.ui,ParagraphDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/paratemplatedialog.ui,ParaTemplateDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pastespecial.ui,PasteSpecial,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pivotcalcfielddialog.ui,PivotCalcField,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pivotfielddialog.ui,PivotFieldDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pivotfilterdialog.ui,PivotFilterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/pivottablelayoutdialog.ui,PivotTableLayout,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/printareasdialog.ui,PrintAreasDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/protectsheetdlg.ui,ProtectSheetDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/queryrunstreamscriptdialog.ui,QueryRunStreamScriptDialog,GtkMessageDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/randomnumbergenerator.ui,RandomNumberGeneratorDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/recalcquerydialog.ui,RecalcQueryDialog,GtkMessageDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/regressiondialog.ui,RegressionDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/retypepassdialog.ui,RetypePass,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/retypepassworddialog.ui,RetypePasswordDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/rightfooterdialog.ui,RightFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/rightheaderdialog.ui,RightHeaderDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/rowheightdialog.ui,RowHeightDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/samplingdialog.ui,SamplingDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/scenariodialog.ui,ScenarioDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/searchresults.ui,SearchResultsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/selectdatasource.ui,SelectDataSourceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/selectrange.ui,SelectRangeDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/selectsheetviewdialog.ui,SelectSheetViewDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/selectsource.ui,SelectSourceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedfirstfooterdialog.ui,SharedFirstFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedfirstheaderdialog.ui,SharedFirstHeaderDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedfooterdialog.ui,SharedFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedheaderdialog.ui,SharedHeaderDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedleftfooterdialog.ui,SharedLeftFooterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedleftheaderdialog.ui,SharedLeftHeaderDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedocumentdlg.ui,ShareDocumentDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sharedwarningdialog.ui,SharedWarningDialog,GtkMessageDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/showchangesdialog.ui,ShowChangesDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/showdetaildialog.ui,ShowDetail,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/showsheetdialog.ui,ShowSheetDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/simplerefdialog.ui,SimpleRefDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/solverdlg.ui,SolverDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/solveroptionsdialog.ui,SolverOptionsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/solverprogressdialog.ui,SolverProgressDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/solversuccessdialog.ui,SolverSuccessDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sortdialog.ui,SortDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sortwarning.ui,SortWarning,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sparklinedatarangedialog.ui,SparklineDataRangeDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/sparklinedialog.ui,SparklineDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/standardfilterdialog.ui,StandardFilterDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/subtotaldialog.ui,SubTotalDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/tabcolordialog.ui,TabColorDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/textimportcsv.ui,TextImportCsvDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/textimportoptions.ui,TextImportOptionsDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/ttestdialog.ui,TTestDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/ungroupdialog.ui,UngroupDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/validationdialog.ui,ValidationDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/warnautocorrect.ui,WarnAutoCorrect,GtkMessageDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/xmlsourcedialog.ui,XMLSourceDialog,GtkDialog,bottom-right-notification-form,default,
sc/uiconfig/scalc/ui/ztestdialog.ui,ZTestDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/breakdialog.ui,BreakDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/bulletsandnumbering.ui,BulletsAndNumberingDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/copydlg.ui,DuplicateDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/crossfadedialog.ui,CrossFadeDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/dlgsnap.ui,SnapObjectDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/drawchardialog.ui,DrawCharDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/drawpagedialog.ui,DrawPageDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/drawparadialog.ui,DrawParagraphPropertiesDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/drawprtldialog.ui,DrawPRTLDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/insertlayer.ui,InsertLayerDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/insertslidesdialog.ui,InsertSlidesDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/namedesign.ui,NameDesignDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/queryunlinkimagedialog.ui,QueryUnlinkImageDialog,GtkMessageDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/selectlayerdialog.ui,SelectLayerDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/sdraw/ui/vectorize.ui,VectorizeDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/customanimationproperties.ui,CustomAnimationProperties,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/customslideshows.ui,CustomSlideShows,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/definecustomslideshow.ui,DefineCustomSlideShow,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/dlgfield.ui,EditFieldsDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/headerfooterdialog.ui,HeaderFooterDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/insertslides.ui,InsertSlidesDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/interactiondialog.ui,InteractionDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/masterlayoutdlg.ui,MasterLayoutDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/photoalbum.ui,PhotoAlbumCreatorDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/pminfodialog.ui,PMInfoDialog,GtkMessageDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/presentationdialog.ui,PresentationDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/remotedialog.ui,RemoteDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/slidedesigndialog.ui,SlideDesignDialog,GtkDialog,bottom-right-notification-form,default,
sd/uiconfig/simpress/ui/templatedialog.ui,TemplateDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/addtargetdialog.ui,AddTargetDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/autoredactdialog.ui,AutoRedactDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/bookmarkdialog.ui,BookmarkDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/checkin.ui,CheckinDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/documentpropertiesdialog.ui,DocumentPropertiesDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/editdocumentdialog.ui,EditDocumentDialog,GtkMessageDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/editdurationdialog.ui,EditDurationDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/errorfindemaildialog.ui,ErrorFindEmailDialog,GtkMessageDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/floatingrecord.ui,FloatingRecord,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/helpmanual.ui,onlinehelpmanual,GtkMessageDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/inputdialog.ui,InputDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/licensedialog.ui,LicenseDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/linkeditdialog.ui,LinkEditDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/loadtemplatedialog.ui,LoadTemplateDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/newstyle.ui,CreateStyleDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/password.ui,PasswordDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/printeroptionsdialog.ui,PrinterOptionsDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/querysavedialog.ui,QuerySaveDialog,GtkMessageDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/safemodequerydialog.ui,SafeModeQueryDialog,GtkMessageDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/saveastemplatedlg.ui,SaveAsTemplateDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/searchdialog.ui,SearchDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/singletabdialog.ui,SingleTabDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/tabbarcontents.ui,,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/templatecategorydlg.ui,TemplatesCategoryDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/templatedlg.ui,TemplateDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/versioncommentdialog.ui,VersionCommentDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/versionscmis.ui,VersionsCmisDialog,GtkDialog,bottom-right-notification-form,default,
sfx2/uiconfig/ui/versionsofdialog.ui,VersionsOfDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/alignmentdialog.ui,AlignmentDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/catalogdialog.ui,CatalogDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/fontdialog.ui,FontDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/fontsizedialog.ui,FontSizeDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/fonttypedialog.ui,FontsDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/matrixeditor.ui,MatrixEditor,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/savedefaultsdialog.ui,SaveDefaultsDialog,GtkMessageDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/spacingdialog.ui,SpacingDialog,GtkDialog,bottom-right-notification-form,default,
starmath/uiconfig/smath/ui/symdefinedialog.ui,EditSymbols,GtkDialog,bottom-right-notification-form,default,
svtools/uiconfig/ui/addresstemplatedialog.ui,AddressTemplateDialog,GtkDialog,bottom-right-notification-form,default,
svtools/uiconfig/ui/graphicexport.ui,GraphicExportDialog,GtkDialog,bottom-right-notification-form,default,
svtools/uiconfig/ui/inputbox.ui,InputBox,GtkDialog,bottom-right-notification-form,default,
svtools/uiconfig/ui/javadisableddialog.ui,JavaDisabledDialog,GtkMessageDialog,bottom-right-notification-form,default,
svtools/uiconfig/ui/placeedit.ui,PlaceEditDialog,GtkDialog,bottom-right-notification-form,default,
